0.949145252	0.427527945	1.446374048	2.273537176
0.802447498	2.579292567	1.047638502	0.185431518
0.68271377	0.809820228	1.578880801	2.844026423
1.592988518	2.832419406	1.407121498	0.304133735
0.805061156	0.125305303	1.263462345	2.014431933
0.713127159	2.215566243	2.535060734	2.364647361
1.223339681	2.268831607	2.083492012	2.6979504
1.493946145	0.306826321	1.098584187	2.677440958
0.28202428	0.179400085	0.697500709	2.067082806
0.312439394	2.144372435	1.217234933	0.488019131
0.812805789	2.586588489	1.240644591	0.354147202
0.453407706	2.085168098	0.788692748	2.378082315
1.022248628	2.027431419	1.943177128	2.106796071
1.114662931	2.762097846	0.367456354	2.976036242
