1.3147,0.81472
1.4057,0.9163
0.62655,0.14799
1.4124,0.94488
1.1306,0.67434
0.59478,0.14998
0.77453,0.34137
1.0415,0.62017
1.4505,1.0412
1.456,1.0589
0.64661,0.26191
1.4573,1.0851
1.4414,1.0819
0.96683,0.62027
1.2788,0.94527
0.61725,0.29689
0.89376,0.58672
1.3842,1.0906
1.2569,0.97686
1.4202,1.1539
1.1122,0.85975
0.48781,0.24927
1.2966,1.0721
1.3767,1.1664
1.1165,0.92035
1.1903,1.0085
1.1703,1.0029
0.81388,0.66094
1.0714,0.93299
0.58118,0.45738
1.1099,1.0008
0.42944,0.335
0.66807,0.58837
0.43069,0.36577
0.47485,0.42474
1.1942,1.1589
1.0584,1.038
0.67343,0.66786
1.2991,1.3084
0.37572,0.39986
0.77227,0.81125
0.70718,0.76099
1.0831,1.1517
1.1046,1.188
0.48794,0.58607
0.78238,0.8952
0.72962,0.85708
0.92164,1.0637
0.97586,1.1324
1.0122,1.1833
0.52451,0.70991
0.91901,1.1187
0.88513,1.099
0.38327,0.61129
0.33017,0.57221
0.69997,0.95592
1.1517,1.4214
0.52259,0.80601
0.75765,1.0546
0.38629,0.69668
0.90378,1.2274
0.39756,0.73437
0.63832,0.98812
0.82128,1.1839
1.0029,1.3782
1.061,1.4488
0.63863,1.0388
0.21969,0.63201
0.21998,0.64427
0.31778,0.75386
0.89054,1.3382
0.29364,0.75273
0.84316,1.3135
0.26191,0.74319
0.93714,1.4292
0.34736,0.84998
0.18346,0.69642
0.22745,0.75053
0.58192,1.1149
0.42869,0.9713
0.29661,0.84862
0.76535,1.3265
0.50938,1.0795
0.46347,1.0422
0.82061,1.4078
0.17897,0.77429
0.64009,1.2433
0.62644,1.2373
0.24302,0.86119
0.42032,1.0456
-0.081649,0.5504
-0.11349,0.52508
0.3535,0.99831
0.59208,1.2428
0.73722,1.3937
-0.076497,0.58532
0.3529,1.0198
0.24404,0.91573
-0.22278,0.4534
0.093213,0.7736
-0.090845,0.59343
0.53225,1.2201
0.040292,0.73145
0.24884,0.94299
-0.12269,0.57413
0.30512,1.0043
-0.042277,0.65898
0.34058,1.0436
0.3676,1.072
0.41856,1.1241
0.11312,0.81953
-0.26128,0.44563
-0.12365,0.58346
0.55334,1.2603
-0.21483,0.49173
0.45156,1.1574
0.1572,0.86197
0.60828,1.3117
-0.31622,0.3855
0.041907,0.74165
-0.30031,0.39713
0.54892,1.2438
-0.41418,0.27776
0.35045,1.0392
0.38739,1.0726
0.43351,1.1149
-0.35583,0.32144
-0.045362,0.62748
-0.18996,0.47816
0.34575,1.0089
-0.027192,0.63061
0.44796,1.1002
-0.28472,0.3616
-0.20644,0.43372
-0.32817,0.30553
-0.3409,0.28607
0.38928,1.0092
0.096855,0.70954
0.064389,0.66952
-0.34292,0.25439
0.36296,0.95219
0.13001,0.71089
-0.14285,0.42943
0.017907,0.58133
-0.094856,0.45947
-0.4218,0.12318
-0.25873,0.27666
-0.37599,0.14957
-0.31584,0.19967
-0.26002,0.24521
-0.082705,0.41201
-0.4501,0.033897
0.40341,0.87646
0.44614,0.90805
-0.006902,0.44365
-0.0074116,0.43159
-0.15762,0.26964
0.40625,0.82158
-0.1228,0.28041
-0.37887,0.012048
0.29237,0.67082
-0.095732,0.27008
-0.24116,0.11186
-0.076103,0.26396
-0.38051,-0.05355
-0.34174,-0.028021
0.47181,0.77214
0.48956,0.77638
0.11252,0.38569
-0.39883,-0.13942
-0.21954,0.025987
-0.096673,0.13487
0.37605,0.5935
-0.42486,-0.2216
-0.39216,-0.20318
-0.26093,-0.086299
0.22466,0.38485
0.31291,0.4586
0.23477,0.36588
0.043959,0.16044
0.14624,0.24804
-0.09808,-0.011004
0.35684,0.42915
-0.19218,-0.13467
0.31252,0.35521
-0.18369,-0.15584
0.0084905,0.021491
0.273,0.27114
0.43513,0.41842
-0.25629,-0.28786
0.5998,0.55339
0.4541,0.39288
0.17329,0.097284
0.13061,0.039849
0.14992,0.044448
0.018009,-0.10214
0.22882,0.094055
0.23985,0.090533
0.55559,0.39179
0.5418,0.36358
0.40041,0.20785
0.14393,-0.062892
0.58623,0.36525
0.3169,0.081854
0.14432,-0.10468
0.74221,0.47936
0.68886,0.41226
0.37285,0.082648
0.45504,0.15134
0.42954,0.1125
0.060245,-0.27001
0.16382,-0.1795
0.34363,-0.012601
0.11338,-0.2556
0.73744,0.35586
0.098185,-0.29582
0.13967,-0.26658
0.094827,-0.3235
0.16218,-0.26803
0.38065,-0.061262
0.26651,-0.1869
0.88926,0.42455
0.40658,-0.069234
0.17168,-0.31501
0.90225,0.40489
0.98763,0.47981
0.45725,-0.060792
0.14,-0.38805
0.29743,-0.24038
0.45855,-0.088791
0.65516,0.098542
0.3329,-0.23277
0.68391,0.10946
0.80263,0.21964
0.32347,-0.2678
0.22941,-0.36988
0.41888,-0.18816
0.45115,-0.16338
0.56664,-0.055106
0.66037,0.031685
0.248,-0.38735
0.43486,-0.20686
0.98322,0.3354
0.22117,-0.43247
1.1305,0.4713
0.94151,0.27712
0.70926,0.039931
0.80856,0.13458
0.47659,-0.20173
0.70733,0.024963
1.2206,0.53452
0.8133,0.12374
0.79646,0.10377
0.51563,-0.1799
0.78151,0.083465
0.92513,0.22487
0.98853,0.28636
0.71309,0.0093226
0.69306,-0.011998
1.3215,0.61547
0.37902,-0.32768
1.234,0.527
1.2696,0.56253
1.1598,0.45299
0.46946,-0.23676
0.63959,-0.06574
0.71988,0.015755
1.0709,0.36828
0.53416,-0.16661
1.1251,0.42649
0.51676,-0.17943
1.0697,0.37625
0.91583,0.22546
1.2063,0.51926
1.1476,0.46428
1.3415,0.66211
1.3337,0.65856
0.78168,0.11116
1.1508,0.48519
0.6543,-0.0061982
0.49121,-0.16383
1.2087,0.55943
0.96846,0.32518
0.95193,0.31496
1.3801,0.74971
1.0884,0.46488
1.0991,0.48277
1.3436,0.73469
1.2922,0.69094
1.0657,0.47242
0.67401,0.088922
0.73288,0.15627
1.3811,0.81323
0.52471,-0.034201
0.98714,0.43746
0.66616,0.12595
1.4777,0.94718
1.2123,0.69169
1.0004,0.48997
0.97109,0.47109
5.0596,0.059619
5.6809,0.78703
5.038,0.25251
5.0615,0.38645
5.504,0.94144
5.0692,0.62111
5.7785,1.4469
5.7636,1.5504
5.652,1.559
5.0607,1.0899
5.5496,1.7026
5.3856,1.6641
5.8148,2.2205
5.4636,1.998
5.5855,2.2502
5.2075,2.0039
5.1524,2.082
5.5096,2.5738
4.73,1.93
4.7399,2.0769
4.7383,2.2135
4.9119,2.5265
5.3065,3.0615
5.2306,3.127
4.4379,2.4766
4.725,2.9068
4.799,3.1248
4.6334,3.1039
4.816,3.432
4.7279,3.4899
4.3309,3.2394
4.4077,3.4633
3.927,3.13
4.8293,4.1801
3.9444,3.4433
3.8137,3.461
4.0086,3.8043
3.7614,3.7057
3.9785,4.0714
3.7523,3.9937
4.2869,4.6767
4.1766,4.7147
3.2284,3.9146
3.8318,4.6657
3.2798,4.2611
3.349,4.4772
3.3882,4.6628
3.696,5.1164
3.0827,4.6484
3.5585,5.2687
2.7863,4.6403
3.0942,5.0912
2.9667,5.1058
2.7457,5.0259
2.8099,5.2303
2.6826,5.2421
2.0976,4.795
1.9501,4.7842
2.7229,5.6925
1.7959,4.8998
1.5577,4.7943
1.9859,5.3539
2.2055,5.7035
1.8912,5.5175
1.3104,5.0634
1.3862,5.2643
1.3749,5.3764
1.7923,5.9155
0.86325,5.1062
1.4582,5.8191
1.143,5.6199
0.76988,5.3608
0.47971,5.1826
0.61208,5.4249
0.56082,5.4814
0.094344,5.1205
0.45819,5.5878
-0.010132,5.2206
0.043407,5.373
0.13703,5.5631
-0.29869,5.2214
-0.36436,5.2474
-0.14172,5.5592
-0.59721,5.1903
-0.14141,5.7302
-0.085996,5.8671
-0.44081,5.5912
-0.92906,5.1791
-0.79019,5.3915
-1.3672,4.8853
-0.66872,5.6518
-0.79474,5.591
-0.95526,5.4928
-1.6101,4.8975
-1.3735,5.1908
-2.0415,4.5766
-1.734,4.935
-1.9408,4.7761
-2.1854,4.5765
-2.2603,4.5435
-2.1074,4.7354
-2.5261,4.3526
-2.1107,4.8009
-2.326,4.6155
-2.1875,4.7808
-2.2687,4.7232
-2.414,4.5986
-3.1014,3.9287
-3.1474,3.8972
-2.9763,4.0795
-2.8433,4.2207
-2.7965,4.2726
-3.1186,3.9524
-2.78,4.2899
-2.9537,4.1119
-2.7739,4.2843
-3.2801,3.7676
-3.5534,3.4806
-3.8384,3.1789
-3.3968,3.6007
-3.2908,3.6836
-3.7063,3.2421
-4.0973,2.8221
-3.9781,2.9091
-4.1455,2.7065
-4.0708,2.743
-3.9625,2.8101
-3.9243,2.8041
-4.0409,2.6404
-3.6678,2.9633
